RestaurantID,RestaurantName,CuisineType,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrdersCount,UberEatsOrdersCount,DoorDashOrdersCount,SelfDeliveryOrdersCount,InStoreRevenue,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,TotalRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,TotalNetProfit,InStoreShare,UE_share,DD_share,SD_share,NetMarginPct,AggregatorDependence,AggregatorRevenueShare,CostBurden,DeliveryEfficiency,ScaleIndex,RevenuePerOrder,TotalRevenue_pt,MonthlyOrders_pt,ScaleIndex_pt,SD_DeliveryTotalCost_pt,PC1,PC2,PC3,ClusterID,GPI,ClusterLabel,StrategicRecommendation
42,Rangitoto Roast #42,Indian,QSR,Ponsonby,1.0225,30.05,4896,1369,1370,1169,988,41138.45,43604.16,39492.61,30065.07,154300.29,0.322,0.2705,0.2787,10.1,1.24,1225.12,16763.92,5616.22,5086.65,11026.4,38493.19,0.2796,0.3884,0.3314,0.2801,0.2494693302261454,0.7198,0.5385392989216028,0.5925,89.009009009009,5006.16,31.515582107843137,0.7722328949338296,1.0159537506256864,1.0438022316713653,-0.172339666861761,-2.7316977206042488,0.3379924773171571,1.0725033598945903,4,65.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
43,Gecko Cafe #43,Bakery/Desserts,Bar/Pub,East Auckland,1.0328,34.57,1889,886,377,363,263,30629.02,13819.39,14324.69,9406.19,68179.29,0.23,0.2832,0.282,4.8,2.44,641.72,14910.21,2830.21,2933.7,3937.21,24611.33,0.469,0.3759,0.3619,0.2622,0.3609795584553609,0.7378,0.4127951464440302,0.5132,45.3448275862069,1950.9591999999998,36.09279512969825,-0.9939009543834367,-0.8911525303167163,-0.8468198956273687,-0.9754792131983183,-1.2489879286311714,-1.3938763775131733,-1.8678310250987027,1,63.6,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
44,Urban Burger Bar #44,Indian,QSR,South Auckland,1.0146,32.14,4353,1292,1488,923,650,41524.88,54791.33,32091.15,21130.56,149537.92,0.3107,0.3886,0.3054,5.3,2.71,1761.5,12486.53,-257.52,-150.83,4592.46,16670.64,0.2968,0.4861,0.3015,0.2123,0.11148102100122831,0.7876,0.581006342739019,0.6993,103.17460317460318,4416.5538,34.35284171835516,0.690008695406046,0.727075242159622,0.7379217681166115,0.32234737397124075,-1.657386688942457,3.1383197304225643,1.2442283487162555,4,50.6,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
45,Golden Wok #45,Steakhouse,Bar/Pub,Devonport,0.9969,34.91,2524,979,740,468,337,34176.89,27825.09,18020.31,12662.41,92684.7,0.2824,0.3838,0.3352,5.9,2.24,754.88,11408.25,-38.96,-25.23,3471.83,14815.89,0.3879,0.479,0.3029,0.2181,0.15985259703057786,0.7819,0.49463827363092294,0.6661999999999999,48.84057971014492,2516.1756,36.721354992076066,-0.41442221545684177,-0.40610544040105645,-0.4211048867635452,-0.7826686622898903,-0.23801289983336515,1.9900683178449166,-1.0597150664308863,1,40.3,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
46,Pohutukawa Pub #46,Italian,Bar/Pub,North Shore,0.9999,39.67,1697,680,391,372,254,26975.6,16722.79,16040.27,10193.05,69931.71,0.2574,0.2299,0.2917,7.9,4.43,1125.22,13830.39,3695.74,3544.9,4100.76,25171.79,0.4007,0.3845,0.3658,0.2498,0.3599481551359176,0.7503,0.4685007702514353,0.4873,28.539325842696627,1696.8303,41.20902180318209,-0.9493714291068022,-1.0530216690559604,-1.0582284285952472,-0.28352296794179077,-0.9103199184132494,-0.8571679885581834,-2.6652116410724305,1,56.2,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
47,The Copper Pan #47,Mexican,Food Truck,West Auckland,1.0192,29.79,1149,404,196,330,219,12035.16,6374.86,11114.93,6796.39,36321.34,0.3203,0.2,0.2638,12.8,3.33,729.27,5773.27,1376.33,2399.71,2530.96,12080.27,0.3516,0.2631,0.443,0.294,0.33259428203915387,0.7061,0.4815293158237004,0.5203,15.869565217391303,1171.0608000000002,31.61126196692776,-1.932921926026995,-1.5720912905606372,-1.5529837862991636,-0.8241291388208933,-1.5992714834683017,-1.472142050791917,-1.6476115462870717,1,56.1,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
48,Westfield Wok #48,Thai,Fine Dining,Waitakere,0.99,41.98,718,392,131,120,75,16456.16,5902.13,5420.84,3198.12,30977.25,0.3409,0.4434,0.3036,11.5,4.31,323.25,3549.59,-518.8,-476.49,366.58,2920.88,0.546,0.4018,0.3681,0.2301,0.0942911330089017,0.7699,0.36552534521301927,0.7843,6.0,710.82,43.143802228412255,-2.1262284668921305,-2.0741234272720543,-2.0887994237702605,-1.728730864241714,4.063899976856414,1.946459379088896,-2.359870487246071,3,17.5,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
49,Volcano Pizza #49,Indian,Fine Dining,Waitakere,0.9995,46.68,724,406,95,94,129,18952.08,4841.91,4943.27,6058.51,34795.77,0.3436,0.4264,0.2591,11.3,3.09,398.61,4358.98,-140.9,-143.85,994.85,5069.08,0.5608,0.2987,0.2956,0.4057,0.1456809261585532,0.5943,0.28121751580723753,0.77,10.48780487804878,723.638,48.060455801104965,-1.9865938418217717,-2.066252253084756,-2.071849684086933,-1.5085917739306094,6.1532145526713204,-2.0638909871425493,-0.08829293713098828,3,24.0,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
50,Tui Table #50,Burgers,Casual Dining,North Shore,1.0001,32.63,3104,1015,640,706,743,33119.45,22474.58,25891.41,24636.47,106121.91,0.2907,0.3138,0.249,5.7,2.89,2147.27,13098.74,3292.53,3793.09,7596.45,27780.81,0.327,0.3064,0.338,0.3557,0.2617820391660874,0.6444000000000001,0.4557587589593893,0.6045,110.8955223880597,3104.3104,34.188759664948456,-0.12865793617465293,-0.012938697233432942,-0.026203664614641985,0.6063525117358411,-0.7334961922758004,-1.9604399822486593,1.3562218247997093,0,56.6,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
51,Rangitoto Roast #51,Chinese,Fine Dining,Manukau,1.0247,46.36,866,441,105,129,191,20444.76,5488.31,6847.87,8893.56,41674.5,0.3805,0.5472,0.2272,7.6,1.77,338.07,1478.16,-850.14,-1060.74,304.93,-127.79,0.5092,0.2471,0.3035,0.4494,-0.003066383519898259,0.5506,0.2960126696181118,0.9277,22.209302325581397,887.3901999999999,48.1229792147806,-1.752829050475249,-1.888427872656292,-1.8671920229531276,-1.6823570014631724,7.789106810897908,-0.9615780312675041,2.916924497900947,3,20.6,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
52,Blue Wave Sushi #52,Mexican,QSR,South Auckland,1.0094,32.36,6793,2275,1724,1406,1388,73619.0,63497.33,47880.43,45416.57,230413.33,0.277,0.3156,0.233,10.5,2.81,3900.28,29992.38,11073.93,8350.35,14602.43,64019.09,0.3349,0.3816,0.3112,0.3072,0.2778445587327782,0.6928,0.483382450138627,0.5926,120.69565217391305,6856.854200000001,33.91923008979832,1.9484396874045227,1.919120327094558,1.9021699929647615,1.5274806482971972,-2.225846398399545,-0.9193910311893776,1.2405371436677741,4,67.1,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
53,Urban Burger Bar #53,Burgers,Casual Dining,Manukau,1.031,37.48,2097,761,655,349,332,28522.28,28015.15,14548.82,12934.61,84020.86,0.3305,0.4037,0.2531,7.3,2.81,932.92,7581.22,355.79,184.77,2505.1,10626.88,0.3629,0.4903,0.2612,0.2485,0.12647906722211602,0.7515000000000001,0.5065881258535083,0.7342,40.0,2162.0069999999996,40.06717215069146,-0.6095779049343902,-0.7245804180855941,-0.6814703526726775,-0.5224431117708567,0.8695811555948584,2.3651491925105446,0.8574610291424273,2,45.5,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
54,Fenwick's Bistro #54,Korean BBQ,Casual Dining,Newmarket,0.99,43.56,2811,1123,587,513,588,48917.88,27956.87,24992.07,26948.89,128815.71,0.3179,0.3454,0.2447,8.5,1.3,764.4,16470.65,2572.03,2299.27,8309.29,29651.24,0.3995,0.3477,0.3039,0.3483,0.2301834147403294,0.6516,0.4110441187647066,0.6633,61.89473684210526,2782.89,45.825581643543224,0.3162927114576757,-0.20662086037116903,-0.2368901653031595,-0.767548875178355,2.1871982556624716,-1.1128012596967938,0.4188281440516534,2,43.7,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
55,Fenwick's Bistro #55,Steakhouse,Bar/Pub,Auckland CBD,1.0108,33.82,2155,1015,380,549,211,34327.3,13847.33,21198.45,7185.88,76558.96,0.2284,0.3761,0.2894,11.0,2.21,466.31,13576.45,1469.2,2249.16,2375.71,19670.52,0.471,0.3333,0.4816,0.1851,0.25693295729200083,0.8149,0.45776196541854797,0.6045,17.583333333333332,2178.274,35.52619953596288,-0.7857259879941958,-0.6795816092649039,-0.6690661853105088,-1.3381201967515826,-0.7273047659252523,1.0878233100284034,-3.49399124771815,1,41.6,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
56,Harbor Bites #56,Sushi,Cafe,Newmarket,1.0098,38.21,3213,1512,688,556,457,57773.52,29224.41,24174.36,18078.05,129250.34,0.2617,0.331,0.244,8.3,2.44,1115.08,23531.15,4772.35,3947.67,6248.11,38499.28,0.4706,0.4045,0.3269,0.2687,0.29786598627129335,0.7314,0.4131422014054277,0.5927,49.13978494623655,3244.4874,40.22730781201369,0.3244217932276095,0.05682945470847585,0.06226649062143107,-0.2952534605178843,0.016438844731721705,-0.6394232402864507,-1.30793779399337,1,53.1,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
57,Silver Fern Diner #57,Indian,Cafe,East Auckland,0.992,30.21,4132,1772,855,893,612,53532.12,29161.1,29528.48,19348.23,131569.93,0.3215,0.3358,0.2,10.3,3.25,1989.0,18345.46,4161.29,4213.71,4641.64,31362.1,0.4288,0.3623,0.3784,0.2593,0.2383682958560516,0.7407,0.44607137816368836,0.6573,54.159292035398224,4098.944,31.841706195546948,0.3675813701869012,0.6045114678370627,0.5646923793430931,0.49532137800272147,-0.7845136831482069,0.10402023447035931,-0.6593575482132257,1,45.9,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
58,Ponsonby Pizza Co #58,Steakhouse,Casual Dining,Devonport,1.0087,33.53,3371,1101,932,549,789,36916.53,34162.07,20162.06,26950.89,118191.55,0.326,0.4106,0.2487,15.1,3.31,2611.59,9723.81,502.18,296.38,4487.27,15009.64,0.3266,0.4106,0.2419,0.3476,0.1269941886708483,0.6525000000000001,0.4596278667975841,0.7366,49.00621118012422,3400.3277,35.061272619400775,0.11322655153630297,0.15595014082005637,0.15841824199370094,0.8974327071017082,0.9148193191270289,-0.10109104350783026,1.5959311150358002,2,40.5,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
59,Rangitoto Roast #59,Indian,QSR,East Auckland,1.0302,32.24,6555,1851,1940,1384,1380,59676.24,69488.01,46482.96,45815.54,221462.75,0.2697,0.2186,0.2658,8.9,2.16,2980.8,30536.33,17087.1,11430.16,20463.01,79516.6,0.2824,0.4124,0.2942,0.2934,0.3590518044230915,0.7066,0.5236590352102103,0.48829999999999996,139.39393939393938,6752.961,33.785316552250194,1.8212234002562833,1.8132227931811173,1.857303592215525,1.1000499311457042,-4.077817145099716,-1.158704838584032,1.3106181609947463,4,83.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
60,Volcano Pizza #60,Pizza,QSR,South Auckland,1.0071,29.79,4270,1313,1138,1144,675,39114.27,37883.2,39080.8,20223.81,136302.08,0.3092,0.3799,0.2618,13.6,3.32,2241.0,12160.63,1860.07,1918.87,4046.58,19986.15,0.3075,0.3848,0.3869,0.2283,0.14663129131998576,0.7717,0.5646575606182973,0.6891,46.23287671232877,4300.317,31.92086182669789,0.45448897153210743,0.6814072656677455,0.6752667732311539,0.6689916470898731,-1.5227243837838218,2.191128433140404,-0.1489338980622358,4,45.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
61,The Brass Fork #61,Seafood,Cafe,Devonport,0.99,29.79,2802,1202,657,533,410,35807.58,21684.46,16722.03,12428.99,86643.06,0.2756,0.3591,0.3256,11.5,2.6,1066.0,13080.51,860.87,663.86,3474.31,18079.55,0.429,0.4106,0.3331,0.2562,0.20866702999640133,0.7437,0.443272548314891,0.6347,32.8,2773.98,30.92186295503212,-0.5495120784511613,-0.21272181032777182,-0.24289852615533544,-0.3532938345292752,-0.6802311476678934,0.1742037986873337,-1.815004713241413,1,40.5,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
62,Rangitoto Roast #62,Bar & Grill,Cafe,Waitakere,1.0047,32.39,3736,1627,1042,628,439,52698.53,37699.09,22664.17,14750.16,127811.95,0.3836,0.414,0.2616,4.4,0.89,390.71,10666.18,-2231.79,-1341.72,2594.72,9687.39,0.4355,0.4941,0.2978,0.2082,0.07579408654668049,0.7919,0.4722818171540298,0.7976,81.29629629629629,3753.5591999999997,34.2109073875803,0.2974674004773404,0.376635573369505,0.36854890572509025,-1.5299917836254209,0.4975532645615363,3.4105941017657724,0.9125345617456639,2,35.2,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
63,Urban Burger Bar #63,Pizza,QSR,North Shore,0.9985,33.94,4535,1205,1310,1061,959,40897.7,46556.59,40455.94,35127.45,163037.68,0.3086,0.2462,0.3064,5.6,2.27,2176.93,18207.66,6462.05,5615.28,13461.81,43746.8,0.2657,0.3934,0.3186,0.288,0.2683232489569283,0.712,0.5336958303135815,0.5548,145.3030303030303,4528.1975,35.950976846747515,0.91991614924465,0.8257560335150388,0.7973330551359461,0.626411532104836,-2.5124262240462647,-0.17029073500561592,1.2345258910559729,4,65.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
64,Pohutukawa Pub #64,Indian,Cafe,Devonport,0.9999,29.79,3878,1619,1158,588,513,48230.01,37421.76,18871.56,16500.29,121023.62,0.2686,0.3038,0.2794,6.6,3.99,2046.87,20623.15,5545.9,2796.77,5008.65,33974.47,0.4175,0.5126,0.2603,0.2271,0.2807259442412977,0.7728999999999999,0.4651432505489425,0.5724,67.5,3877.6122,31.20774110366168,0.16820342112636147,0.4596405234973329,0.43999283693351626,0.5367287370257569,-2.3191586962562463,0.2665428288559141,-1.1348237227993008,4,53.9,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
65,Nikau Noodle House #65,Cafe/Brunch,Cafe,Devonport,1.0038,34.46,3549,1597,730,694,528,55032.62,27582.7,25050.14,19620.81,127286.27,0.3226,0.2919,0.2787,6.5,0.95,501.6,21215.08,2945.83,2675.35,7062.22,33898.48,0.45,0.374,0.3555,0.2705,0.26631686198362164,0.7295,0.41349974353086155,0.6145,70.4,3562.4862000000003,35.865390250774865,0.2875794650734953,0.2649499419550329,0.25616821652458566,-1.257140425428157,-0.4213294921076143,-0.2667728974549598,-0.6244080953587883,1,52.2,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
66,Ocean & Vine #66,Seafood,Cafe,South Auckland,0.99,35.05,3469,1435,631,465,938,50296.75,22566.01,17024.58,33989.68,123877.02,0.2248,0.3625,0.2549,9.2,2.92,2738.96,20757.47,3560.92,2686.48,11288.58,38293.45,0.4137,0.3102,0.2286,0.4612,0.30912472708820404,0.5388,0.3195959185973314,0.5872999999999999,91.9607843137255,3434.31,35.70972038051312,0.22296024050198177,0.2162980657710655,0.1790918478545862,0.9698328392098172,0.9255562566738434,-5.28019320473369,1.1483891087897222,0,51.1,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
67,The Brass Fork #67,Bar & Grill,Cafe,Newmarket,0.99,36.03,4030,1501,1123,750,656,54081.03,45773.3,30571.76,23788.23,154214.32,0.2828,0.3533,0.2782,11.7,4.54,2978.24,19680.09,3922.77,2620.0,5678.3,31901.16,0.3725,0.444,0.2966,0.2594,0.2068625014849464,0.7405999999999999,0.49505817617974773,0.6361,51.653543307086615,3989.7,38.26658064516129,0.7707597039687379,0.5468699762696796,0.5035739972218257,1.0987174720733208,-0.440677895164573,0.680583338099009,-0.7281890597218591,1,45.8,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
68,Little Saigon #68,Bar & Grill,Casual Dining,Waitakere,1.0132,39.85,2967,1183,829,568,387,47142.55,36316.2,24590.41,15821.16,123870.32,0.3798,0.3568,0.257,13.9,1.96,758.52,12417.35,232.42,157.38,3408.77,16215.92,0.3987,0.4647,0.3184,0.2169,0.13091045538592294,0.7831,0.4916965581424186,0.7366,25.973154362416107,3006.1644,41.749349511290866,0.22283239571518154,-0.10234050968945771,-0.08933524601581766,-0.7768692981300362,1.142355012723189,2.9943550128859995,-0.40719276963972245,2,36.3,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
69,Golden Wok #69,Bakery/Desserts,QSR,South Auckland,1.0042,36.77,3738,1067,1065,716,890,39233.59,40600.66,27162.36,33347.64,140344.25,0.2965,0.2493,0.2851,10.6,2.8,2492.0,17819.9,6865.57,4593.16,12654.5,41933.13,0.2854,0.3987,0.2681,0.3332,0.29878765962980314,0.6668000000000001,0.4828343163328744,0.5458,76.72413793103449,3753.6996,37.545278223649014,0.5275603915244221,0.3778152006870622,0.3686304227146063,0.8267809583406391,-1.3336263348019701,-1.4540175489376344,0.5755941932508207,4,61.4,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
70,Fenwick's Bistro #70,Vegan/Plant-Based,Bar/Pub,Auckland CBD,0.99,29.79,1589,731,270,312,276,21776.49,9057.77,10346.73,8231.33,49412.32,0.208,0.2767,0.2729,7.9,1.37,378.12,11221.43,2195.6,2508.05,3863.48,19788.56,0.46,0.3147,0.3636,0.3217,0.40047826129192077,0.6782999999999999,0.3927057057834969,0.4847,31.01123595505618,1573.11,31.09648835745752,-1.5115000876303346,-1.1480009448153397,-1.1668569407623153,-1.5648365448462558,-1.3515084827661126,-3.500293644091642,-2.7186697400890987,1,53.4,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
71,Tui Table #71,Indian,Bar/Pub,Waitakere,1.0138,34.89,2366,1225,318,256,567,42740.25,12351.17,9400.96,19933.35,84425.73,0.2481,0.3376,0.2517,3.0,4.59,2602.53,17707.29,2008.3,1528.6,5655.86,26900.05,0.5178,0.2787,0.2244,0.4969,0.31862383659578664,0.5031,0.2576481127258242,0.5857,141.75,2398.6508,35.68289518174134,-0.6002443105727182,-0.5206488273298199,-0.50535365997456,0.8921737518320342,1.6652224977441812,-6.443612426058262,2.3329556525164086,0,55.9,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
72,Blue Wave Sushi #72,Pizza,Cafe,West Auckland,1.0091,29.79,3402,1288,901,818,395,38369.52,30023.54,27631.89,12193.67,108218.62,0.3236,0.3267,0.3098,9.7,2.71,1070.45,13417.82,1197.94,1102.51,3193.68,18911.95,0.3786,0.4262,0.3869,0.1868,0.17475689488555668,0.8131,0.5327681132877133,0.6503,36.91588785046729,3432.9582000000005,31.810293944738387,-0.08570576946941798,0.1751309130727056,0.17827141036157257,-0.34794253196044983,-1.6982148208240404,2.5682023288424807,-1.3014910788743463,1,43.0,Stable Local Performers,"Hold / stabilize: protect margin, selectively test growth levers before scaling"
73,The Copper Pan #73,Seafood,Cafe,Devonport,0.9943,31.42,2894,1119,695,479,601,35158.98,23386.57,15956.87,19396.54,93898.96,0.2913,0.3157,0.2928,9.6,2.85,1712.85,13817.48,2343.33,1598.88,5909.99,23669.68,0.3867,0.3915,0.2699,0.3386,0.2520760613323087,0.6614,0.4189976119011329,0.607,56.69811320754717,2877.5042,32.44608154803041,-0.38779791070757885,-0.15079793958433316,-0.173669121175509,0.2830081876872295,-0.4139131992525673,-1.7404655530442161,-0.07071536015302955,0,48.2,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
74,Spice Route #74,Korean BBQ,Casual Dining,Manukau,0.99,36.0,2448,1093,461,429,465,39348.0,18770.84,16154.97,16981.53,91255.34,0.2948,0.4574,0.2666,10.1,4.29,1994.85,9750.43,-352.89,-303.71,2213.17,11307.0,0.4465,0.3402,0.3166,0.3432,0.12390507777407876,0.6568,0.3827262053924735,0.7522,41.891891891891895,2423.52,37.27750816993464,-0.44598293154076063,-0.4607534518553569,-0.4873575725925427,0.4995515510603339,2.5687311409471523,-0.7063737015619603,0.22265340362736827,2,31.0,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
75,Volcano Pizza #75,Bakery/Desserts,Bar/Pub,East Auckland,1.0145,35.42,2577,1026,401,411,739,36340.92,15251.97,15009.37,27674.92,94277.18,0.2394,0.3359,0.2844,16.9,3.53,2608.67,15433.99,2139.85,2105.81,9144.87,28824.52,0.3981,0.2585,0.265,0.4765,0.3057422803694383,0.5235000000000001,0.3209826598546966,0.5752999999999999,41.28491620111732,2614.3665,36.58408226620101,-0.37953943498237563,-0.3684676600841022,-0.352205652474284,0.8957393970249317,1.309584280185144,-5.462023176625477,0.5560937138205404,0,52.4,Scalable Self-Delivery Leaders,"Optimize: invest in expansion capacity, replicate channel mix in new sites"
76,Fenwick's Bistro #76,Cafe/Brunch,Casual Dining,North Shore,1.0112,44.59,3144,1304,723,598,519,58145.36,35274.35,28971.3,23803.37,146194.38,0.3032,0.4435,0.2775,13.8,1.84,954.96,14728.22,-853.64,-701.11,5074.43,18247.9,0.4148,0.3929,0.325,0.2821,0.12481943560347532,0.7179,0.4394536233198567,0.7467,35.067567567567565,3179.2128000000002,46.49948473282443,0.6315117630205831,0.012800529667168636,0.02131125257564389,-0.4931232472754829,2.6540464644818136,1.379333635620631,-0.1502576642234934,2,37.6,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
77,Ocean & Vine #77,Cafe/Brunch,Fine Dining,Devonport,1.0327,44.41,964,516,138,142,168,22915.56,6251.66,6801.86,7969.33,43938.41,0.3608,0.4233,0.254,12.2,2.09,351.12,4947.47,-238.19,-259.15,1369.46,5819.59,0.5353,0.308,0.317,0.375,0.13244880731915423,0.625,0.2970867630394454,0.7841,12.727272727272728,995.5228,45.579263485477185,-1.6801017389314579,-1.7738729059076663,-1.74223747595725,-1.6428731610783849,5.252205724430483,-1.023883718702585,0.5144748848140782,3,32.3,"Overextended, Low Return","Hold / stabilize: pause expansion, reduce cost burden and delivery radius before reinvesting"
78,Cafe Aroha #78,Burgers,Casual Dining,North Shore,1.0123,39.45,2451,847,587,433,584,33414.15,25561.64,19091.88,23482.95,101550.62,0.3601,0.3922,0.2821,6.1,3.34,1950.56,8276.68,-879.32,-656.76,3866.17,10606.77,0.3456,0.366,0.27,0.3641,0.10444810676685184,0.636,0.43971686238843255,0.7523,82.25352112676057,2481.1473,41.432321501427985,-0.22376956531810707,-0.4585807929588836,-0.4460065776545226,0.46726964458495923,2.382962045268122,-0.011691112539645665,2.598642683134092,2,42.6,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
79,Silver Fern Diner #79,Sushi,Casual Dining,East Auckland,1.0118,37.19,2269,890,522,493,364,33099.1,21613.91,19808.75,14120.23,88641.99,0.3516,0.3772,0.2614,7.7,2.11,768.04,8976.48,211.82,194.13,3061.37,12443.8,0.3922,0.3785,0.3575,0.264,0.14038267868309362,0.736,0.4673029114080133,0.7288,41.839080459770116,2295.7742000000003,39.06654473336272,-0.5043195933260122,-0.5928187165838051,-0.5808033539185357,-0.7618083604861342,1.2822520047796397,1.5903060149574884,0.23783569016277606,2,40.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
80,Volcano Pizza #80,Steakhouse,QSR,Ponsonby,1.0095,32.26,5318,1749,1515,1202,852,56422.74,53454.57,41285.21,27890.41,179052.93,0.3137,0.2151,0.2517,9.2,0.89,758.28,26586.4,11733.28,9062.1,12383.68,59765.46,0.3289,0.4245,0.3368,0.2387,0.33378655127285545,0.7613,0.5291160552357339,0.5287999999999999,83.52941176470588,5368.521000000001,33.669223392252725,1.1808740649002865,1.2298419128919569,1.2229407462027724,-0.7772509738786922,-3.30748181512754,0.2854146960609493,-0.3466690508324893,4,67.5,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
81,Hibiscus Grill #81,Steakhouse,Casual Dining,Newmarket,1.0183,38.02,2353,878,595,482,398,33381.56,24534.64,19315.5,15731.55,92963.25,0.2801,0.4514,0.2313,6.8,2.74,1090.52,8962.95,912.69,718.54,3133.4,13727.58,0.3731,0.4034,0.3268,0.2698,0.14766673927600424,0.7302,0.47169327664426536,0.7315,51.02564102564103,2396.0598999999997,39.5083935401615,-0.40829958751182205,-0.5302365302867779,-0.5072338391464695,-0.3240307989891676,1.1642271736494982,1.2796903188164122,0.5075178060248472,2,44.3,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
82,The Copper Pan #82,Chinese,QSR,Newmarket,1.0214,33.57,5515,2036,1217,1161,1101,68348.52,45973.45,41163.56,37411.39,192896.92,0.2602,0.2932,0.2692,11.3,1.17,1288.17,30524.45,8155.69,7302.42,15419.76,61402.32,0.3692,0.3498,0.3337,0.3165,0.3183167465815421,0.6835,0.4517283635218229,0.5534,89.51219512195121,5633.021000000001,34.97677606527652,1.3973657636654508,1.3268589310271053,1.3499284402095744,-0.10592378080025615,-1.923722478160776,-1.607499655549061,0.26948758060926986,4,68.0,High-Growth / High-Risk,Optimize: strong momentum but monitor cost burden; reinforce operational capacity ahead of scale
83,Ponsonby Pizza Co #83,Indian,Casual Dining,Newmarket,1.0248,42.08,2947,943,703,793,508,39681.44,32794.23,38061.86,21652.96,132190.49,0.336,0.4173,0.297,10.7,4.58,2326.64,9789.41,-1649.55,-1914.51,3015.15,9240.5,0.32,0.3508,0.3957,0.2535,0.06990291056489768,0.7464999999999999,0.53601503406183,0.7533000000000001,43.41880341880342,3020.0856,44.8559518154055,0.37906448202345105,-0.11555833265070219,-0.08031879116698766,0.7243810561229436,1.6572646109885325,2.8403384655829007,0.7817710529393166,2,42.8,Aggregator-Dependent Low Margin,"Rebalance channels: shift volume toward in-store/self-delivery, renegotiate commission exposure"
